No,Poet,Author,Description,ColorName,ColorCode,ImagePath
31,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
32,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
33,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
34,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
35,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
36,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
37,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
38,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
39,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
40,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
41,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
42,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
43,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
44,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
45,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
46,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
47,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
48,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
49,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
50,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
51,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
52,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
53,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
54,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
55,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
56,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
57,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
58,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
59,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
60,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
61,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
62,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
63,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
64,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
65,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
66,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
67,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
68,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
69,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
70,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
71,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
72,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
73,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
74,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
75,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
76,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
77,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
78,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
79,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
80,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
81,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
82,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
83,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
84,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
85,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
86,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
87,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
88,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
89,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
90,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
91,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
92,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
93,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
94,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
95,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
96,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
97,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
98,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
99,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
100,秋の田のかりほの庵の苫をあらみ わが衣手は露にぬれつつ,天智天皇,天気の変化に気分が左右されるかもしれません。でも、どのような天気でも「楽しむ」気持ちさえあればへっちゃらです。,空色,73B8E2,image1
